,Emp ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,dept,salary,status
3152,5153,0.73,0.86,4,133,3,0,0,technical,high,1
3153,5154,0.82,0.92,5,198,3,0,0,technical,low,1
3154,5155,0.54,0.75,3,260,2,0,0,technical,low,1
3155,5156,0.64,0.95,3,154,4,0,0,technical,high,1
3156,5157,0.99,0.76,4,185,5,0,0,technical,low,1
3157,5158,0.19,0.92,5,193,6,0,0,technical,medium,1
3158,5159,0.86,0.96,4,167,3,0,0,support,high,1
3159,5160,0.65,0.66,5,165,3,0,0,support,medium,1
3160,5161,0.52,0.81,3,253,2,0,0,support,medium,1
3161,5162,0.85,0.49,4,142,3,0,0,support,medium,1
3162,5163,0.61,0.64,5,186,4,0,0,support,medium,1
3163,5164,0.77,0.57,4,203,3,1,0,support,high,1
3164,5165,0.54,0.94,4,217,2,0,0,support,medium,1
3165,5166,0.76,0.74,4,187,3,0,0,support,medium,1
3166,5167,0.79,0.9,3,152,4,0,0,support,medium,1
3167,5168,0.89,0.93,5,150,2,0,0,support,high,1
3168,5169,0.6,0.8,3,191,2,0,0,support,medium,1
3169,5170,0.51,0.58,4,140,3,0,0,technical,high,1
3170,5171,0.2,0.72,5,123,2,1,0,technical,low,1
3171,5172,0.93,0.6,5,170,2,0,0,technical,medium,1
3172,5173,0.77,0.54,3,227,4,0,0,management,medium,1
3173,5174,0.8,0.87,4,220,2,0,0,IT,medium,1
3174,5175,0.8,0.97,5,258,3,0,0,IT,medium,1
3175,5176,0.62,0.92,5,149,3,0,0,IT,low,1
3176,5177,0.79,0.72,4,192,3,0,0,IT,low,1
3177,5178,0.88,0.73,5,267,3,0,0,IT,low,1
3178,5179,0.96,0.73,5,169,3,1,0,product_mng,low,1
3179,5180,0.34,0.69,2,178,3,0,0,product_mng,low,1
3180,5181,0.34,0.65,2,165,4,0,0,product_mng,low,1
3181,5182,0.88,0.85,4,231,3,0,0,product_mng,low,1
3182,5183,0.66,0.61,3,260,3,0,0,IT,low,1
3183,5184,0.55,0.71,4,181,2,1,0,RandD,low,1
3184,5185,0.59,0.51,3,243,2,0,0,RandD,low,1
3185,5186,0.62,0.73,4,191,3,0,0,RandD,high,1
3186,5187,0.78,0.93,3,200,3,0,0,RandD,low,1
3187,5188,0.73,0.75,5,265,3,0,0,RandD,low,1
3188,5189,0.71,0.94,4,246,3,0,0,marketing,low,1
3189,5190,0.97,0.86,3,187,2,0,0,sales,low,1
3190,5191,0.21,0.74,5,141,4,0,0,accounting,high,1
3191,5192,0.52,0.96,4,246,3,0,0,support,low,1
3192,5193,0.73,0.88,4,236,3,1,0,technical,low,1
3193,5194,0.74,0.83,3,170,3,0,0,management,low,1
3194,5195,0.26,0.71,6,189,2,0,0,marketing,high,1
3195,5196,0.52,0.78,4,237,3,0,0,marketing,low,1
3196,5197,0.69,0.54,4,180,3,0,0,marketing,medium,1
3197,5198,0.79,0.59,2,157,6,0,0,sales,high,1
3198,5199,0.93,0.62,4,258,3,0,0,sales,medium,1
3199,5200,0.34,0.87,4,283,2,0,0,sales,high,1
3200,5201,0.77,0.52,4,216,3,0,0,sales,medium,1
3201,5202,0.36,0.73,3,187,3,0,0,sales,medium,1
3202,5203,0.93,0.58,3,215,3,0,0,sales,medium,1
3203,5204,0.7,0.58,3,211,3,0,0,sales,medium,1
3204,5205,0.51,0.49,4,182,2,0,0,sales,medium,1
3205,5206,0.83,0.78,3,165,3,1,0,sales,medium,1
3206,5207,0.89,0.89,4,265,2,0,0,sales,medium,1
3207,5208,0.94,0.59,3,137,2,0,0,sales,medium,1
3208,5209,0.8,0.55,4,269,3,0,0,sales,high,1
3209,5210,0.74,0.66,3,177,2,0,0,sales,low,1
3210,5211,0.5,0.91,3,240,2,0,0,sales,medium,1
3211,5212,0.54,0.84,4,174,2,0,0,sales,medium,1
3212,5213,0.5,0.54,3,134,3,0,0,sales,medium,1
3213,5214,0.17,0.91,2,271,4,0,0,sales,medium,1
3214,5215,0.57,0.53,5,216,2,1,0,sales,medium,1
3215,5216,0.8,0.51,4,213,3,0,0,sales,medium,1
3216,5217,0.45,0.64,5,133,4,0,0,accounting,medium,1
3217,5218,0.87,0.5,4,267,2,1,0,accounting,medium,1
3218,5219,0.98,0.64,3,263,4,0,0,accounting,medium,1
3219,5220,0.55,0.8,4,260,3,0,0,hr,high,1
3220,5221,0.53,0.5,4,185,3,0,0,hr,low,1
3221,5222,0.75,0.48,2,284,6,0,0,hr,low,1
3222,5223,0.96,0.59,3,229,3,0,0,hr,low,1
3223,5224,0.71,0.97,3,189,3,1,0,technical,high,1
3224,5225,0.7,0.63,3,209,3,0,0,technical,low,1
3225,5226,0.33,0.94,4,166,6,0,0,technical,low,1
3226,5227,0.93,0.94,3,183,2,0,0,technical,low,1
3227,5228,0.64,0.65,3,181,2,0,0,technical,high,1
3228,5229,0.27,0.45,3,239,4,0,0,technical,low,1
3229,5230,0.99,0.99,3,158,2,0,0,technical,low,1
3230,5231,0.81,0.62,3,187,3,0,0,technical,low,1
3231,5232,0.6,0.91,4,236,3,0,0,technical,low,1
3232,5233,0.32,0.4,6,162,5,0,0,technical,low,1
3233,5234,0.48,0.68,4,163,2,1,0,technical,low,1
3234,5235,0.87,0.51,4,173,3,0,0,support,low,1
3235,5236,0.91,0.79,5,273,4,1,0,support,medium,1
3236,5237,0.24,0.89,5,142,4,0,0,support,medium,1
3237,5238,0.66,0.56,4,141,4,0,0,support,medium,1
3238,5239,0.94,0.59,3,234,2,0,0,support,medium,1
3239,5240,0.93,0.97,5,255,4,0,0,support,medium,1
3240,5241,0.19,0.55,5,148,4,0,0,support,medium,1
3241,5242,0.88,0.45,5,274,2,1,0,support,medium,1
3242,5243,0.76,0.47,3,223,2,0,0,support,medium,1
3243,5244,0.67,0.64,5,248,3,0,0,support,medium,1
3244,5245,0.54,0.5,4,146,2,0,0,support,medium,1
3245,5246,0.53,0.95,2,101,5,0,0,technical,medium,1
3246,5247,0.67,0.92,4,265,4,0,0,technical,medium,1
3247,5248,0.5,0.38,5,175,4,0,0,technical,high,1
3248,5249,0.49,0.76,4,202,3,0,0,management,low,1
3249,5250,0.82,0.71,3,160,3,0,0,IT,medium,1
3250,5251,0.86,0.71,3,235,3,0,0,IT,medium,1
3251,5252,0.5,0.5,4,267,3,0,0,IT,medium,1
3252,5253,0.82,0.6,3,261,2,1,0,IT,medium,1
3253,5254,0.95,0.78,2,148,2,0,0,IT,low,1
3254,5255,0.64,0.87,3,239,4,0,0,product_mng,low,1
3255,5256,0.91,0.5,3,178,2,0,0,product_mng,low,1
3256,5257,0.79,0.75,2,221,3,0,0,product_mng,low,1
3257,5258,0.83,0.56,4,269,3,0,0,product_mng,low,1
3258,5259,0.66,0.6,3,262,2,1,0,IT,low,1
3259,5260,0.92,0.8,4,263,4,0,0,RandD,low,1
3260,5261,0.59,0.47,5,191,3,0,0,RandD,low,1
3261,5262,0.6,0.83,2,189,2,0,0,RandD,low,1
3262,5263,0.68,0.97,5,207,4,1,0,RandD,low,1
3263,5264,0.58,0.73,3,265,6,0,0,RandD,low,1
3264,5265,0.93,0.77,5,224,2,0,0,marketing,low,1
3265,5266,0.66,0.5,3,229,3,0,0,marketing,low,1
3266,5267,0.8,0.99,3,158,3,0,0,sales,low,1
3267,5268,0.28,0.79,5,202,5,0,0,accounting,low,1
3268,5269,0.84,0.59,4,216,2,0,0,support,low,1
3269,5270,0.86,0.58,4,220,5,0,0,technical,low,1
3270,5271,0.46,0.45,2,172,2,1,0,management,low,1
3271,5272,0.94,0.92,3,187,2,0,0,marketing,low,1
3272,5273,0.8,0.76,3,270,2,1,0,marketing,low,1
3273,5274,0.13,0.63,6,219,6,0,0,marketing,low,1
3274,5275,0.95,0.73,3,243,3,1,0,sales,medium,1
3275,5276,0.93,0.88,4,261,4,0,0,sales,medium,1
3276,5277,0.86,0.81,4,179,3,0,0,sales,medium,1
3277,5278,0.67,0.93,5,133,2,0,0,sales,medium,1
3278,5279,0.73,0.6,4,224,3,0,0,sales,medium,1
3279,5280,0.62,0.92,4,198,2,0,0,sales,medium,1
3280,5281,0.53,0.81,5,135,2,0,0,sales,medium,1
3281,5282,0.68,0.68,3,143,3,0,0,sales,medium,1
3282,5283,0.69,0.55,4,234,2,0,0,sales,medium,1
3283,5284,0.66,0.92,3,177,3,0,0,sales,medium,1
3284,5285,0.98,0.56,5,180,3,0,0,sales,medium,1
3285,5286,0.57,0.39,3,193,6,0,0,sales,medium,1
3286,5287,0.64,0.78,5,148,4,0,0,sales,high,1
3287,5288,0.71,0.58,3,194,4,0,0,sales,low,1
3288,5289,0.94,0.7,3,271,4,0,0,sales,medium,1
3289,5290,0.8,0.85,3,135,2,0,0,sales,medium,1
3290,5291,0.59,0.94,4,136,2,0,0,sales,medium,1
3291,5292,0.95,0.7,6,243,3,0,0,sales,medium,1
3292,5293,1.0,0.39,2,210,5,0,0,sales,low,1
3293,5294,0.53,0.59,3,163,4,0,0,accounting,low,1
3294,5295,0.35,0.59,5,268,3,0,0,accounting,low,1
3295,5296,0.73,0.66,3,244,3,0,0,accounting,low,1
3296,5297,0.89,0.63,4,164,3,0,0,hr,low,1
3297,5298,0.21,0.93,4,260,3,0,0,hr,low,1
3298,5299,0.21,0.85,5,153,3,0,0,hr,low,1
3299,5300,0.6,0.83,4,216,2,1,0,hr,low,1
3300,5301,0.94,0.69,2,198,3,0,0,technical,low,1
3301,5302,0.92,0.68,4,196,3,1,0,technical,low,1
3302,5303,0.92,0.78,3,218,3,0,0,technical,low,1
3303,5304,0.71,0.98,5,167,3,0,0,technical,low,1
3304,5305,0.69,0.83,4,264,3,0,0,technical,low,1
3305,5306,0.26,0.51,2,284,2,0,0,technical,low,1
3306,5307,0.21,0.78,4,218,6,0,0,technical,low,1
3307,5308,0.36,0.42,2,192,2,0,0,technical,low,1
3308,5309,0.81,0.92,5,255,4,1,0,technical,low,1
3309,5310,0.54,0.88,3,251,2,0,0,technical,low,1
3310,5311,0.63,0.87,5,248,2,0,0,technical,low,1
3311,5312,0.86,0.75,5,157,4,0,0,support,low,1
3312,5313,0.8,0.79,5,240,2,0,0,support,low,1
3313,5314,0.55,0.58,5,262,3,0,0,support,medium,1
3314,5315,0.18,0.6,3,130,2,1,0,support,medium,1
3315,5316,0.88,0.98,3,152,3,0,0,support,medium,1
3316,5317,0.65,0.86,4,256,2,0,0,support,medium,1
3317,5318,0.99,1.0,3,139,2,0,0,support,medium,1
3318,5319,0.88,0.93,4,195,2,0,0,support,medium,1
3319,5320,0.67,0.59,3,205,5,0,0,support,medium,1
3320,5321,0.53,0.59,4,265,2,0,0,support,medium,1
3321,5322,0.83,0.61,5,246,3,0,0,support,medium,1
3322,5323,0.36,0.71,3,100,3,0,0,technical,medium,1
3323,5324,0.62,0.64,5,150,3,1,0,technical,medium,1
3324,5325,0.72,0.67,4,147,2,0,0,technical,medium,1
3325,5326,0.79,0.54,4,244,3,0,0,management,high,1
3326,5327,1.0,0.87,4,256,3,0,0,IT,low,1
3327,5328,0.65,0.52,4,266,3,1,0,IT,medium,1
3328,5329,0.84,0.91,3,199,4,0,0,IT,medium,1
3329,5330,0.81,0.59,2,236,3,0,0,IT,medium,1
3330,5331,0.59,0.51,3,203,2,1,0,IT,medium,1
3331,5332,0.78,0.53,3,156,3,0,0,product_mng,low,1
3332,5333,0.22,0.52,5,109,4,0,0,product_mng,low,1
3333,5334,0.96,0.98,5,248,3,0,0,product_mng,low,1
3334,5335,0.85,0.8,4,254,2,0,0,product_mng,low,1
3335,5336,0.12,0.73,6,166,3,0,0,IT,low,1
3336,5337,0.6,0.68,4,264,2,1,0,RandD,low,1
3337,5338,0.93,0.84,5,266,3,0,0,RandD,low,1
3338,5339,0.73,0.86,4,138,2,0,0,RandD,low,1
3339,5340,0.7,0.66,3,151,2,0,0,RandD,low,1
3340,5341,0.18,0.59,4,132,3,0,0,RandD,low,1
3341,5342,0.81,0.6,4,133,3,0,0,RandD,low,1
3342,5343,0.28,0.9,4,275,6,0,0,marketing,low,1
3343,5344,0.74,0.79,3,275,3,0,0,sales,low,1
3344,5345,0.5,0.74,4,272,5,0,0,accounting,low,1
3345,5346,0.83,0.85,4,201,2,1,0,support,low,1
3346,5347,0.55,0.66,3,164,2,0,0,technical,low,1
3347,5348,0.77,0.94,4,224,2,0,0,management,low,1
3348,5349,0.92,0.58,4,201,2,0,0,marketing,low,1
3349,5350,0.59,0.89,5,169,2,1,0,marketing,low,1
3350,5351,0.45,0.72,4,149,3,0,0,marketing,low,1
3351,5352,0.76,0.97,3,271,3,0,0,sales,low,1
3352,5353,0.89,0.69,4,137,3,0,0,sales,medium,1
3353,5354,0.73,0.5,3,208,2,0,0,sales,medium,1
3354,5355,0.65,0.7,3,231,3,0,0,sales,medium,1
3355,5356,0.14,0.96,3,196,5,1,0,sales,medium,1
3356,5357,0.3,0.47,2,159,4,0,0,sales,medium,1
3357,5358,0.53,0.82,5,184,3,0,0,sales,medium,1
3358,5359,0.66,0.89,3,257,3,0,0,sales,medium,1
3359,5360,0.84,0.59,3,234,2,0,0,sales,medium,1
3360,5361,0.74,0.97,3,239,4,1,0,sales,medium,1
3361,5362,0.56,0.4,2,255,3,0,0,sales,medium,1
3362,5363,0.42,0.47,4,146,3,1,0,sales,medium,1
3363,5364,0.29,0.8,5,103,6,0,0,sales,medium,1
3364,5365,0.54,0.72,5,206,4,0,0,sales,high,1
3365,5366,0.8,0.52,3,253,2,1,0,sales,low,1
3366,5367,0.89,0.93,4,245,4,0,0,sales,medium,1
3367,5368,0.92,0.58,3,261,3,1,0,sales,medium,1
3368,5369,0.87,0.68,4,217,3,0,0,sales,medium,1
3369,5370,0.76,0.82,4,172,3,1,0,sales,medium,1
3370,5371,0.64,0.61,3,221,3,0,0,accounting,low,1
3371,5372,0.83,0.57,2,246,5,1,0,accounting,low,1
3372,5373,0.55,0.6,3,145,4,0,0,accounting,low,1
3373,5374,0.83,0.7,5,168,3,0,0,hr,low,1
3374,5375,0.58,0.62,5,184,3,0,0,hr,low,1
3375,5376,0.67,0.97,4,186,3,0,0,hr,low,1
3376,5377,0.65,0.57,3,238,3,0,0,hr,low,1
3377,5378,0.89,0.95,5,203,3,0,0,technical,low,1
3378,5379,0.84,0.5,5,195,3,0,0,technical,low,1
3379,5380,0.5,0.7,5,264,2,0,0,technical,low,1
3380,5381,0.7,0.51,3,256,3,0,0,technical,low,1
3381,5382,0.79,0.83,5,268,3,0,0,technical,low,1
3382,5383,0.19,0.72,6,243,6,1,0,technical,low,1
3383,5384,0.89,0.5,4,136,2,1,0,technical,low,1
3384,5385,0.36,0.6,2,136,6,0,0,technical,low,1
3385,5386,0.62,0.66,5,165,3,0,0,technical,low,1
3386,5387,0.84,0.93,6,166,4,0,0,technical,low,1
3387,5388,0.65,0.87,4,267,2,0,0,technical,low,1
3388,5389,0.65,0.7,4,233,3,0,0,support,medium,1
3389,5390,0.87,0.92,3,141,2,0,0,support,medium,1
3390,5391,0.66,0.73,5,249,2,0,0,support,medium,1
3391,5392,0.83,0.9,3,102,4,0,0,support,medium,1
3392,5393,0.89,0.63,3,268,3,0,0,support,medium,1
3393,5394,0.91,0.97,4,139,3,0,0,support,medium,1
3394,5395,0.91,0.56,3,168,2,0,0,support,medium,1
3395,5396,0.83,0.5,4,259,2,0,0,support,medium,1
3396,5397,0.87,0.82,4,248,2,0,0,support,medium,1
3397,5398,0.62,0.79,3,274,3,0,0,support,medium,1
3398,5399,0.54,1.0,3,169,2,0,0,support,medium,1
3399,5400,0.84,0.53,5,190,3,0,0,technical,medium,1
3400,5401,0.33,0.82,2,114,5,0,0,technical,high,1
3401,5402,0.79,0.58,4,191,6,0,0,technical,low,1
3402,5403,0.31,0.41,2,263,3,0,0,management,medium,1
3403,5404,0.68,0.81,3,166,2,0,0,IT,medium,1
3404,5405,0.52,0.7,4,247,5,0,0,IT,medium,1
3405,5406,0.54,0.64,3,203,4,0,0,IT,medium,1
3406,5407,0.73,0.78,4,181,4,0,0,IT,low,1
3407,5408,0.49,0.74,3,229,3,1,0,IT,low,1
3408,5409,0.37,0.67,2,159,2,0,0,product_mng,low,1
3409,5410,0.53,0.84,3,151,3,0,0,product_mng,low,1
3410,5411,0.58,0.75,4,222,3,1,0,product_mng,low,1
3411,5412,0.2,0.51,2,163,2,0,0,product_mng,low,1
3412,5413,0.91,0.6,4,163,5,0,0,IT,low,1
3413,5414,0.53,0.78,2,138,2,0,0,RandD,low,1
3414,5415,0.99,0.72,4,136,3,0,0,RandD,low,1
3415,5416,0.97,0.87,3,207,4,0,0,RandD,low,1
3416,5417,0.18,0.93,3,245,4,1,0,RandD,low,1
3417,5418,0.83,0.93,6,130,5,0,0,RandD,low,1
3418,5419,0.49,0.47,4,285,3,0,0,RandD,low,1
3419,5420,0.74,0.93,3,204,4,0,0,marketing,low,1
3420,5421,0.7,0.6,3,183,3,0,0,sales,low,1
3421,5422,0.97,0.91,3,246,2,0,0,accounting,low,1
3422,5423,0.92,0.91,3,250,4,0,0,support,low,1
3423,5424,0.94,0.7,3,176,3,0,0,technical,low,1
3424,5425,1.0,0.98,3,177,2,0,0,management,low,1
3425,5426,0.5,0.51,3,169,4,0,0,marketing,low,1
3426,5427,0.77,0.89,3,142,3,0,0,marketing,low,1
3427,5428,0.68,0.71,5,135,4,1,0,marketing,medium,1
3428,5429,0.57,0.43,3,167,3,0,0,sales,medium,1
3429,5430,0.57,0.61,5,191,4,0,0,sales,medium,1
3430,5431,0.48,0.97,3,224,6,0,0,sales,medium,1
3431,5432,0.7,0.95,5,234,6,1,0,sales,medium,1
3432,5433,0.68,0.43,3,161,2,1,0,sales,medium,1
3433,5434,0.62,0.68,3,124,3,0,0,sales,medium,1
3434,5435,0.61,0.51,4,242,3,0,0,sales,medium,1
3435,5436,0.83,0.77,2,186,2,0,0,sales,medium,1
3436,5437,0.99,0.8,5,254,5,0,0,sales,medium,1
3437,5438,0.58,0.72,4,170,2,0,0,sales,medium,1
3438,5439,0.93,0.83,4,225,2,0,0,sales,medium,1
3439,5440,0.66,0.5,4,263,3,0,0,sales,high,1
3440,5441,0.52,0.98,4,148,3,0,0,sales,low,1
3441,5442,0.5,0.6,5,216,3,0,0,sales,medium,1
3442,5443,0.16,0.7,5,257,4,0,0,sales,medium,1
3443,5444,0.62,0.74,4,173,2,0,0,sales,medium,1
3444,5445,0.49,0.49,6,188,3,0,0,sales,medium,1
3445,5446,0.56,0.91,4,188,2,1,0,sales,low,1
3446,5447,0.96,0.59,4,108,6,0,0,sales,low,1
3447,5448,0.5,0.75,5,179,3,0,0,accounting,low,1
3448,5449,0.99,0.99,4,195,2,0,0,accounting,low,1
3449,5450,0.54,0.51,3,265,3,0,0,accounting,low,1
3450,5451,0.52,0.9,4,285,2,0,0,hr,low,1
3451,5452,0.81,0.99,5,202,4,0,0,hr,low,1
3452,5453,0.5,0.73,4,271,2,0,0,hr,low,1
3453,5454,0.51,0.88,3,202,4,0,0,hr,low,1
3454,5455,0.41,0.47,6,171,2,0,0,technical,low,1
3455,5456,0.62,0.72,2,180,2,1,0,technical,low,1
3456,5457,0.56,0.68,3,269,3,1,0,technical,low,1
3457,5458,0.96,0.75,3,231,3,0,0,technical,low,1
3458,5459,0.58,0.64,2,249,2,0,0,technical,low,1
3459,5460,0.66,0.75,3,228,2,0,0,technical,low,1
3460,5461,0.56,0.75,2,264,2,0,0,technical,low,1
3461,5462,0.56,0.93,4,210,3,1,0,technical,low,1
3462,5463,0.67,0.91,3,256,3,0,0,technical,low,1
3463,5464,0.72,0.71,5,137,3,0,0,technical,low,1
3464,5465,0.59,0.79,4,272,3,0,0,technical,low,1
3465,5466,0.95,0.55,5,185,2,0,0,support,low,1
3466,5467,1.0,0.93,3,264,4,0,0,support,medium,1
3467,5468,0.56,0.64,3,238,3,0,0,support,medium,1
3468,5469,0.52,0.49,4,98,3,0,0,support,medium,1
3469,5470,0.88,0.9,4,248,2,0,0,support,medium,1
3470,5471,0.58,0.84,4,271,2,0,0,support,medium,1
3471,5472,0.86,0.92,3,180,2,0,0,support,medium,1
3472,5473,0.19,0.64,5,181,4,1,0,support,medium,1
3473,5474,0.6,0.6,4,182,3,0,0,support,medium,1
3474,5475,0.82,0.87,3,204,4,0,0,support,medium,1
3475,5476,0.64,0.75,4,170,3,0,0,support,medium,1
3476,5477,0.83,0.67,4,139,3,0,0,technical,medium,1
3477,5478,0.57,0.75,3,159,2,0,0,technical,medium,1
3478,5479,0.98,0.92,3,254,3,0,0,technical,high,1
3479,5480,0.54,0.69,4,168,2,0,0,management,low,1
3480,5481,0.72,0.66,3,256,2,0,0,IT,medium,1
3481,5482,0.89,0.87,4,209,2,0,0,IT,medium,1
3482,5483,0.41,0.57,3,193,3,1,0,IT,medium,1
3483,5484,0.93,0.62,4,142,2,0,0,IT,medium,1
3484,5485,0.9,0.9,3,274,3,0,0,IT,low,1
3485,5486,0.38,0.59,4,276,2,0,0,product_mng,low,1
3486,5487,0.52,0.88,4,155,3,1,0,product_mng,low,1
3487,5488,0.99,0.72,3,220,2,1,0,product_mng,low,1
3488,5489,0.69,0.74,2,271,2,0,0,product_mng,low,1
3489,5490,0.76,0.76,5,175,3,0,0,IT,low,1
3490,5491,0.42,0.46,3,128,2,1,0,RandD,low,1
3491,5492,0.78,0.9,4,104,4,0,0,RandD,low,1
3492,5493,0.37,0.46,3,173,6,0,0,RandD,medium,1
3493,5494,0.89,0.39,6,190,3,1,0,RandD,medium,1
3494,5495,0.93,0.49,5,167,3,0,0,RandD,medium,1
3495,5496,0.98,0.56,3,187,3,0,0,RandD,medium,1
3496,5497,0.65,0.56,3,259,3,0,0,marketing,medium,1
3497,5498,0.3,0.61,3,138,5,0,0,sales,medium,1
3498,5499,0.97,1.0,5,251,2,0,0,accounting,medium,1
3499,5500,0.84,0.49,5,189,2,0,0,support,medium,1
3500,5501,0.76,0.76,4,149,3,0,0,technical,medium,1
3501,5502,0.5,0.74,4,246,3,0,0,management,medium,1
3502,5503,0.48,0.61,3,146,3,0,0,marketing,medium,1
3503,5504,0.56,0.63,4,204,4,0,0,marketing,medium,1
3504,5505,0.99,0.77,4,184,3,0,0,marketing,medium,1
3505,5506,0.65,0.94,4,174,3,0,0,sales,medium,1
3506,5507,0.92,0.81,3,196,2,0,0,sales,medium,1
3507,5508,0.88,0.76,3,223,3,0,0,sales,medium,1
3508,5509,0.99,0.86,3,198,3,0,0,sales,medium,1
3509,5510,0.96,0.93,5,141,2,1,0,sales,medium,1
3510,5511,0.55,0.85,4,273,2,0,0,sales,medium,1
3511,5512,0.71,0.94,4,209,3,0,0,sales,medium,1
3512,5513,0.72,0.68,3,135,4,0,0,sales,medium,1
3513,5514,0.23,0.5,5,100,3,0,0,sales,medium,1
3514,5515,0.78,0.61,3,193,3,0,0,sales,medium,1
3515,5516,0.82,0.61,3,229,2,0,0,sales,medium,1
3516,5517,0.49,0.74,4,104,4,0,0,sales,medium,1
3517,5518,0.96,0.82,4,201,2,0,0,sales,high,1
3518,5519,0.5,0.78,3,206,3,1,1,sales,high,1
3519,5520,0.98,0.57,5,141,3,0,1,sales,high,1
3520,5521,0.85,0.57,4,150,3,0,1,sales,high,1
3521,5522,0.72,0.75,3,166,3,0,1,sales,high,1
3522,5523,0.78,0.83,4,252,2,0,1,sales,high,1
3523,5524,0.62,0.43,2,106,2,0,1,sales,high,1
3524,5525,0.64,0.38,5,171,6,1,1,accounting,high,1
3525,5526,0.24,0.5,4,232,3,0,1,accounting,high,1
3526,5527,0.84,0.78,5,172,2,0,1,accounting,high,1
3527,5528,0.61,0.61,4,239,2,0,1,hr,high,1
3528,5529,0.79,0.71,4,222,3,0,1,hr,high,1
3529,5530,0.86,0.77,3,152,3,0,1,hr,low,1
3530,5531,0.7,0.54,3,198,3,1,1,hr,low,1
3531,5532,0.53,0.76,5,143,4,0,1,technical,low,1
3532,5533,0.58,0.88,3,157,4,0,1,technical,low,1
3533,5534,0.45,0.55,5,268,2,0,0,technical,low,1
3534,5535,0.86,0.87,4,183,3,0,0,technical,low,1
3535,5536,0.95,0.81,4,238,2,0,0,technical,low,1
3536,5537,0.51,0.84,4,214,2,0,0,technical,low,1
3537,5538,0.35,0.41,6,244,3,0,0,technical,low,1
3538,5539,0.99,0.57,3,221,3,0,0,technical,low,1
3539,5540,0.73,0.49,4,200,2,1,0,technical,low,1
3540,5541,0.44,0.48,2,226,3,0,0,technical,low,1
3541,5542,0.43,0.74,4,121,5,1,0,technical,low,1
3542,5543,0.81,0.77,5,249,2,0,0,support,low,1
3543,5544,0.77,0.83,3,204,3,0,0,support,low,1
3544,5545,0.52,0.86,5,256,3,0,0,support,medium,1
3545,5546,0.21,0.92,2,211,2,0,0,support,medium,1
3546,5547,0.88,0.93,3,162,3,0,0,support,medium,1
3547,5548,0.48,0.8,5,235,2,0,0,support,medium,1
3548,5549,0.21,0.63,5,226,3,0,0,support,medium,1
3549,5550,0.81,0.53,4,242,3,0,0,support,medium,1
3550,5551,0.38,0.77,3,173,5,0,0,support,medium,1
3551,5552,0.67,0.77,5,167,2,0,0,support,medium,1
3552,5553,0.87,0.94,4,256,2,0,0,support,medium,1
3553,5554,0.85,0.41,2,229,6,0,0,technical,medium,1
3554,5555,0.52,0.9,5,176,3,0,0,technical,medium,1
3555,5556,0.9,0.95,3,133,4,0,0,technical,medium,1
3556,5557,0.85,0.56,5,203,3,0,0,management,high,1
3557,5558,0.77,0.52,3,210,3,1,0,IT,high,1
3558,5559,0.61,0.97,4,198,2,0,0,IT,high,1
3559,5560,0.74,0.54,3,175,3,1,0,IT,high,1
3560,5561,0.56,0.85,5,245,3,0,0,IT,high,1
3561,5562,0.28,0.97,4,102,3,0,0,IT,high,1
3562,5563,0.86,0.68,2,192,3,0,0,product_mng,high,1
3563,5564,0.63,0.78,4,160,2,0,0,product_mng,high,1
3564,5565,0.85,0.96,3,211,2,0,0,product_mng,low,1
3565,5566,0.84,0.84,6,261,5,0,0,product_mng,low,1
3566,5567,0.98,0.6,4,191,3,0,0,IT,low,1
3567,5568,0.51,0.78,5,225,4,0,0,RandD,low,1
3568,5569,0.71,0.85,4,157,2,0,0,RandD,low,1
3569,5570,0.88,0.69,3,248,4,0,0,RandD,low,1
3570,5571,0.16,0.81,2,159,6,1,0,RandD,low,1
3571,5572,0.98,0.86,4,254,2,1,0,RandD,low,1
3572,5573,0.81,0.76,3,203,3,0,0,RandD,medium,1
3573,5574,0.17,0.79,2,126,5,0,0,marketing,medium,1
3574,5575,0.22,0.65,6,212,4,0,0,sales,medium,1
3575,5576,0.67,0.69,5,225,3,0,0,accounting,medium,1
3576,5577,0.72,0.83,5,193,2,0,0,support,medium,1
3577,5578,0.67,0.91,3,147,3,0,0,technical,medium,1
3578,5579,0.47,0.55,2,156,2,0,0,management,medium,1
3579,5580,0.51,0.75,3,234,2,1,0,marketing,medium,1
3580,5581,0.88,0.71,5,246,3,0,0,marketing,medium,1
3581,5582,0.48,0.94,4,231,4,0,0,marketing,medium,1
3582,5583,0.66,0.99,4,209,3,0,0,sales,medium,1
3583,5584,0.58,0.5,3,144,3,0,0,sales,medium,1
3584,5585,0.23,0.96,2,234,4,0,0,sales,medium,1
3585,5586,0.86,0.77,5,230,2,0,0,sales,medium,1
3586,5587,0.81,0.99,2,156,5,0,0,sales,medium,1
3587,5588,0.75,0.54,6,138,4,1,0,sales,medium,1
3588,5589,0.49,0.89,2,233,4,1,0,sales,medium,1
3589,5590,0.31,0.5,3,262,5,0,0,sales,medium,1
3590,5591,0.83,0.75,6,215,5,0,0,sales,medium,1
3591,5592,0.7,0.55,4,227,3,0,0,sales,medium,1
3592,5593,0.49,0.99,3,199,3,0,0,sales,medium,1
